날짜,연도,월,일,요일,주말여부,공휴일,방학,날씨,날씨_kma_단순,평균기온,최저기온,최고기온,일강수량,강수여부,폭우,일조시간_시간,운영시간_시간,실입장객
2025-07-08,2025,7,8,1,0,0,1,비,비,31.3,26.9,37.8,11.8,1,0,14.633333333333333,11.0,498
2025-07-09,2025,7,9,2,0,0,1,흐림,기타,31.9,274.0,36.0,0.0,0,0,14.616666666666667,11.0,850
2025-07-10,2025,7,10,3,0,0,1,맑음,기타,31.4,27.3,36.2,0.0,0,0,14.6,11.0,889
2025-07-11,2025,7,11,4,0,0,1,맑음,기타,30.2,24.6,36.1,0.0,0,0,14.583333333333334,12.0,1157
2025-07-12,2025,7,12,5,1,0,1,흐림,기타,30.3,24.4,36.5,0.0,0,0,14.566666666666666,12.5,11922
2025-07-13,2025,7,13,6,1,0,1,비,비,27.7,25.6,31.0,0.0,0,0,14.55,12.5,7795
2025-07-14,2025,7,14,0,0,0,1,비,비,24.2,21.7,28.1,13.6,1,0,14.533333333333333,9.0,407
2025-07-15,2025,7,15,1,0,0,1,비,비,23.6,21.5,25.9,4.0,1,0,14.5,9.0,496
2025-07-16,2025,7,16,2,0,0,1,비,비,23.3,22.2,24.8,73.1,1,1,14.5,9.0,143
2025-07-17,2025,7,17,3,0,0,1,비,비,23.3,22.0,24.4,75.5,1,1,14.466666666666667,8.0,74
2025-07-18,2025,7,18,4,0,0,1,비,비,24.7,22.9,27.2,16.1,1,0,14.45,9.0,272
2025-07-19,2025,7,19,5,1,0,1,비,비,23.9,21.9,25.8,84.0,1,1,14.433333333333334,12.5,1873
2025-07-20,2025,7,20,6,1,0,1,흐림,비,27.7,25.0,31.3,14.8,1,0,14.4,12.5,4252
2025-07-21,2025,7,21,0,0,0,1,비,비,28.5,25.6,31.6,0.0,0,0,14.383333333333333,11.0,1010
2025-07-22,2025,7,22,1,0,0,1,비,비,28.8,26.6,32.2,0.1,1,0,14.35,11.0,839
2025-07-23,2025,7,23,2,0,0,1,흐림,기타,28.9,25.5,33.3,0.0,0,0,14.316666666666666,11.0,955
2025-07-24,2025,7,24,3,0,0,1,흐림,기타,29.8,25.8,34.1,0.0,0,0,14.3,11.0,995
2025-07-25,2025,7,25,4,0,0,1,맑음,기타,31.1,25.6,36.3,0.0,0,0,14.283333333333333,12.0,1575
2025-07-26,2025,7,26,5,1,0,1,흐림,기타,32.3,27.6,37.1,0.0,0,0,14.25,12.5,4400
2025-07-27,2025,7,27,6,1,0,1,맑음,기타,32.8,28.3,38.0,0.0,0,0,14.216666666666667,12.5,3440
2025-07-28,2025,7,28,0,0,0,1,맑음,기타,32.2,28.8,36.4,0.0,0,0,14.183333333333334,12.0,2219
2025-07-29,2025,7,29,1,0,0,1,흐림,기타,32.0,27.6,36.7,0.0,0,0,14.166666666666666,12.0,2327
2025-07-30,2025,7,30,2,0,0,1,흐림,기타,32.1,28.3,36.3,0.0,0,0,14.133333333333333,12.0,3170
2025-07-31,2025,7,31,3,0,0,1,흐림,기타,30.9,29.3,34.6,0.0,0,0,14.1,12.0,3670
2025-08-01,2025,8,1,4,0,0,1,흐림,비,31.0,27.8,35.1,0.0,0,0,14.083333333333334,12.0,4103
2025-08-02,2025,8,2,5,1,0,1,흐림,기타,31.2,27.3,36.2,0.0,0,0,14.05,12.5,4472
2025-08-03,2025,8,3,6,1,0,1,비,비,28.8,24.0,32.5,1.3,1,0,14.016666666666667,12.5,2993
2025-08-04,2025,8,4,0,0,0,1,비,비,28.1,23.7,33.9,1.9,1,0,14.0,12.0,1686
2025-08-05,2025,8,5,1,0,0,1,흐림,기타,29.1,25.4,33.5,0.0,0,0,13.95,12.0,2211
2025-08-06,2025,8,6,2,0,0,1,비,기타,27.1,25.8,29.3,22.0,1,0,13.916666666666666,9.0,481
2025-08-07,2025,8,7,3,0,0,1,흐림,기타,28.2,25.4,32.3,0.0,0,0,13.883333333333333,12.0,2462
2025-08-08,2025,8,8,4,0,0,1,흐림,비,26.6,23.9,30.2,6.3,1,0,13.85,12.0,3150
2025-08-09,2025,8,9,5,1,0,1,비,비,24.9,23.1,26.4,3.5,1,0,13.816666666666666,12.5,4971
2025-08-10,2025,8,10,6,1,0,1,맑음,기타,27.3,21.0,33.2,0.0,0,0,13.8,12.5,6483
2025-08-11,2025,8,11,0,0,0,1,흐림,비,27.0,25.0,29.5,0.0,0,0,13.766666666666667,12.0,2548
2025-08-12,2025,8,12,1,0,0,1,흐림,안개,28.6,23.3,34.1,0.0,0,0,13.733333333333333,12.0,2495
2025-08-13,2025,8,13,2,0,0,1,비,비,25.1,22.0,27.1,126.7,1,1,13.683333333333334,9.0,152
2025-08-14,2025,8,14,3,0,0,1,비,비,25.5,24.2,26.9,47.8,1,1,13.65,11.0,1893
2025-08-15,2025,8,15,4,0,1,1,흐림,비,27.1,24.4,30.9,0.0,0,0,13.616666666666667,12.5,8816
2025-08-16,2025,8,16,5,1,0,1,흐림,기타,28.2,25.5,32.2,0.0,0,0,13.583333333333334,12.5,10130
2025-08-17,2025,8,17,6,1,0,1,흐림,기타,28.4,26.1,32.0,0.0,0,0,13.55,12.5,5782
2025-08-18,2025,8,18,0,0,0,1,비,비,28.9,27.0,32.9,2.2,1,0,13.516666666666667,11.0,1619
2025-08-19,2025,8,19,1,0,0,1,비,기타,29.1,26.9,32.3,0.0,0,0,13.483333333333333,11.0,1160
2025-08-20,2025,8,20,2,0,0,1,흐림,비,29.4,26.9,32.8,0.0,0,0,13.433333333333334,11.0,889
2025-08-21,2025,8,21,3,0,0,1,흐림,기타,29.8,27.4,34.3,0.0,0,0,13.4,11.0,884
2025-08-22,2025,8,22,4,0,0,1,맑음,기타,29.4,26.1,33.5,0.0,0,0,13.366666666666667,12.0,1550
2025-08-23,2025,8,23,5,1,0,1,흐림,기타,29.3,27.4,32.2,0.0,0,0,13.316666666666666,12.5,20727
2025-08-24,2025,8,24,6,1,0,1,흐림,기타,30.2,26.9,34.7,0.0,0,0,13.3,12.5,3987
2025-08-25,2025,8,25,0,0,0,1,비,비,28.7,26.3,32.2,17.1,1,0,13.266666666666667,11.0,519
2025-08-26,2025,8,26,1,0,0,1,비,비,27.6,25.5,31.8,5.4,1,0,13.216666666666667,11.0,540
2025-08-27,2025,8,27,2,0,0,1,흐림,기타,26.7,23.6,30.8,0.0,0,0,13.183333333333334,11.0,758
2025-08-28,2025,8,28,3,0,0,1,흐림,기타,28.3,24.7,31.0,0.0,0,0,13.133333333333333,11.0,812
2025-08-29,2025,8,29,4,0,0,1,흐림,비,29.0,27.3,32.8,32.2,1,1,13.1,12.0,1517
2025-08-30,2025,8,30,5,1,0,1,흐림,비,28.4,25.8,31.8,23.9,1,0,13.066666666666666,12.5,8630
2025-08-31,2025,8,31,6,1,0,1,비,기타,28.5,25.1,31.8,0.0,0,0,13.033333333333333,12.5,4402
2025-09-01,2025,9,1,0,0,0,0,비,비,26.1,24.4,28.2,20.14,1,0,12.983333333333333,9.0,240
2025-09-02,2025,9,2,1,0,0,0,흐림,기타,26.0,22.0,30.6,0.0,0,0,12.95,9.0,831
2025-09-03,2025,9,3,2,0,0,0,흐림,기타,27.6,22.6,32.1,0.0,0,0,12.916666666666666,9.0,1103
2025-09-04,2025,9,4,3,0,0,0,비,비,25.8,22.8,29.8,44.2,1,1,12.866666666666667,9.0,1075
2025-09-05,2025,9,5,4,0,0,0,흐림,기타,27.9,23.5,33.0,36.1,1,1,12.85,12.0,2986
2025-09-06,2025,9,6,5,1,0,0,비,비,26.8,25.4,30.4,0.2,1,0,12.8,12.5,2017
2025-09-07,2025,9,7,6,1,0,0,흐림,비,25.3,22.3,28.3,0.0,0,0,12.766666666666667,12.5,6799
2025-09-08,2025,9,8,0,0,0,0,흐림,비,24.4,20.6,29.5,0.0,0,0,12.716666666666667,11.0,1015
2025-09-09,2025,9,9,1,0,0,0,흐림,비,23.7,21.4,26.9,0.0,0,0,12.666666666666666,11.0,807
2025-09-10,2025,9,10,2,0,0,0,맑음,기타,24.8,18.4,31.5,0.0,0,0,12.633333333333333,11.0,1130
2025-09-11,2025,9,11,3,0,0,0,흐림,기타,25.8,19.9,31.7,6.8,1,0,12.6,11.0,2030
2025-09-12,2025,9,12,4,0,0,0,비,비,23.9,21.1,26.3,63.7,1,1,12.566666666666666,11.0,1461
2025-09-13,2025,9,13,5,1,0,0,비,비,23.3,20.4,27.6,0.0,0,0,12.516666666666667,12.5,5849
2025-09-14,2025,9,14,6,1,0,0,흐림,기타,24.8,21.5,29.3,0.0,0,0,12.483333333333333,12.5,9391
2025-09-15,2025,9,15,0,0,0,0,흐림,기타,25.7,20.8,30.7,17.5,1,0,12.433333333333334,11.0,2016
2025-09-16,2025,9,16,1,0,0,0,비,비,23.7,22.2,27.1,52.7,1,1,12.4,9.0,708
2025-09-17,2025,9,17,2,0,0,0,비,비,22.7,21.2,24.0,0.0,0,0,12.366666666666667,9.0,663
2025-09-18,2025,9,18,3,0,0,0,흐림,기타,22.1,19.6,26.0,13.8,1,0,12.333333333333334,11.0,2465
2025-09-19,2025,9,19,4,0,0,0,비,비,19.4,17.9,21.4,35.3,1,1,12.283333333333333,9.0,3434
2025-09-20,2025,9,20,5,1,0,0,비,비,20.0,17.5,23.6,0.0,0,0,12.25,12.5,15832
2025-09-21,2025,9,21,6,1,0,0,흐림,기타,21.6,17.2,27.3,0.0,0,0,12.2,12.5,10116
2025-09-22,2025,9,22,0,0,0,0,흐림,기타,21.3,17.6,25.1,0.0,0,0,12.15,11.0,2498
2025-09-23,2025,9,23,1,0,0,0,흐림,비,22.7,19.2,26.8,35.2,1,1,12.116666666666667,11.0,2931
2025-09-24,2025,9,24,2,0,0,0,비,비,22.0,20.4,23.7,0.3,1,0,12.083333333333334,8.0,542
2025-09-25,2025,9,25,3,0,0,0,흐림,비,22.5,20.2,26.4,0.0,0,0,12.05,11.0,3089
2025-09-26,2025,9,26,4,0,0,0,흐림,안개,21.7,17.8,27.1,0.0,0,0,12.0,12.0,7527
2025-09-27,2025,9,27,5,1,0,0,흐림,기타,22.5,17.6,27.2,44.5,1,1,11.966666666666667,12.5,14161
2025-09-28,2025,9,28,6,1,0,0,비,비,20.0,18.4,21.9,0.0,0,0,11.916666666666666,12.5,3461
2025-09-29,2025,9,29,0,0,0,0,흐림,안개,19.6,16.6,23.9,0.0,0,0,11.883333333333333,11.0,2241
2025-09-30,2025,9,30,1,0,0,0,흐림,안개,19.8,17.3,24.0,0.0,0,0,11.833333333333334,11.0,4239
2025-10-01,2025,10,1,2,0,0,0,흐림,안개,20.5,16.7,25.6,0.0,0,0,11.816666666666666,11.0,2484
2025-10-02,2025,10,2,3,0,0,0,흐림,안개,21.4,17.3,25.8,0.0,0,0,11.766666666666667,11.0,4425
2025-10-03,2025,10,3,4,0,1,0,비,비,21.2,19.8,22.3,0.8,1,0,11.733333333333333,12.5,10993
2025-10-04,2025,10,4,5,1,0,0,비,비,22.5,20.9,25.0,0.0,0,0,11.683333333333334,12.5,13759
2025-10-05,2025,10,5,6,1,1,0,비,비,21.4,20.6,22.3,18.1,1,0,11.65,12.5,4921
2025-10-06,2025,10,6,0,0,1,0,비,비,17.6,15.4,20.7,36.8,1,1,11.6,11.5,1737
2025-10-07,2025,10,7,1,0,1,0,비,비,18.2,15.5,20.0,7.1,1,0,11.566666666666666,12.5,4125
2025-10-08,2025,10,8,2,0,1,0,흐림,비,21.9,17.2,28.0,0.0,0,0,11.516666666666667,13.0,25876
2025-10-09,2025,10,9,3,0,1,0,흐림,비,20.0,16.9,22.6,0.0,0,0,11.483333333333333,12.5,17923
2025-10-10,2025,10,10,4,0,0,0,비,비,17.0,16.0,17.7,49.3,1,1,11.45,9.5,2138
2025-10-11,2025,10,11,5,1,0,0,비,비,20.3,17.3,23.8,22.5,1,0,11.416666666666666,12.5,4779
2025-10-12,2025,10,12,6,1,0,0,흐림,비,19.0,17.6,21.4,0.1,1,0,11.366666666666667,12.5,8041
2025-10-13,2025,10,13,0,0,0,0,비,비,15.7,13.9,18.3,25.1,1,0,11.333333333333334,9.0,76
2025-10-14,2025,10,14,1,0,0,0,비,비,17.9,14.4,20.9,0.6,1,0,11.3,11.0,1697
2025-10-15,2025,10,15,2,0,0,0,비,비,20.2,16.1,25.3,1.5,1,0,11.25,11.0,3310
2025-10-16,2025,10,16,3,0,0,0,비,비,20.2,17.0,24.8,1.3,1,0,11.216666666666667,11.0,5298
2025-10-17,2025,10,17,4,0,0,0,비,비,19.9,15.6,24.8,11.3,1,0,11.166666666666666,12.0,10492
2025-10-18,2025,10,18,5,1,0,0,흐림,비,15.8,14.2,18.6,11.2,1,0,11.133333333333333,12.5,14147
2025-10-19,2025,10,19,6,1,0,0,흐림,기타,14.5,8.9,19.2,0.0,0,0,11.1,12.5,13084
2025-10-20,2025,10,20,0,0,0,0,흐림,기타,10.0,5.3,16.52,0.0,0,0,11.05,11.0,2586
2025-10-21,2025,10,21,1,0,0,0,흐림,기타,9.2,4.8,14.1,0.0,0,0,11.016666666666667,11.0,4745
2025-10-22,2025,10,22,2,0,0,0,흐림,기타,13.1,6.63,18.6,0.0,0,0,10.983333333333333,11.0,4380
2025-10-23,2025,10,23,3,0,0,0,흐림,기타,14.9,11.8,19.6,0.0,0,0,10.95,11.0,7162
2025-10-24,2025,10,24,4,0,0,0,흐림,기타,15.8,11.3,21.5,0.0,0,0,10.9,12.0,14659
2025-10-25,2025,10,25,5,1,0,0,흐림,기타,14.4,12.6,17.7,0.0,0,0,10.866666666666667,12.5,18270
2025-10-26,2025,10,26,6,1,0,0,비,비,12.2,10.6,13.9,0.5,1,0,10.833333333333334,12.5,9254
2025-10-27,2025,10,27,0,0,0,0,맑음,기타,8.1,3.7,12.2,0.0,0,0,10.8,11.0,2177
2025-10-28,2025,10,28,1,0,0,0,맑음,기타,8.5,3.0,14.4,0.0,0,0,10.766666666666667,11.0,2788
2025-10-29,2025,10,29,2,0,0,0,맑음,기타,11.4,6.2,18.3,0.0,0,0,10.716666666666667,11.0,4677
2025-10-30,2025,10,30,3,0,0,0,흐림,안개,12.8,7.7,18.2,0.0,0,0,10.683333333333334,11.0,4816
2025-10-31,2025,10,31,4,0,0,0,흐림,비,15.1,11.3,20.7,0.1,1,0,10.65,12.0,7208
2025-11-01,2025,11,1,5,1,0,0,흐림,비,12.9,10.5,17.7,2.4,1,0,10.616666666666667,12.5,19537
2025-11-02,2025,11,2,6,1,0,0,맑음,비,8.0,3.7,11.7,0.2,1,0,10.583333333333334,12.5,7602
2025-11-03,2025,11,3,0,0,0,0,맑음,기타,7.2,0.5,14.7,0.0,0,0,10.55,11.0,1802
2025-11-04,2025,11,4,1,0,0,0,맑음,기타,10.2,5.5,16.3,0.0,0,0,10.516666666666667,11.0,1869
2025-11-05,2025,11,5,2,0,0,0,맑음,기타,11.6,5.7,19.0,0.0,0,0,10.483333333333333,11.0,2044
2025-11-06,2025,11,6,3,0,0,0,흐림,안개,12.5,7.3,18.8,0.0,0,0,10.45,11.0,2693
2025-11-07,2025,11,7,4,0,0,0,맑음,안개,13.9,8.3,19.9,0.0,0,0,10.416666666666666,11.0,6422
2025-11-08,2025,11,8,5,1,0,0,흐림,비,14.5,12.3,17.0,0.0,0,0,10.383333333333333,12.5,14001
2025-11-09,2025,11,9,6,1,0,0,맑음,안개,13.5,10.4,17.6,0.0,0,0,10.35,11.5,9058
2025-11-10,2025,11,10,0,0,0,0,맑음,기타,8.3,5.4,12.7,0.0,0,0,10.316666666666666,10.0,2722
2025-11-11,2025,11,11,1,0,0,0,흐림,기타,8.9,3.9,15.1,0.0,0,0,10.283333333333333,10.0,1547
2025-11-12,2025,11,12,2,0,0,0,맑음,기타,10.8,6.0,17.7,0.0,0,0,10.266666666666667,10.0,1957
2025-11-13,2025,11,13,3,0,0,0,흐림,안개,11.1,6.7,17.6,0.0,0,0,10.233333333333333,10.0,2947
2025-11-14,2025,11,14,4,0,0,0,맑음,기타,9.1,4.5,15.1,0.0,0,0,10.183333333333334,10.0,4787
2025-11-15,2025,11,15,5,1,0,0,맑음,기타,9.8,3.6,17.5,0.0,0,0,10.15,11.0,11938
2025-11-16,2025,11,16,6,1,0,0,비,비,11.6,5.5,18.7,0.3,1,0,10.133333333333333,10.0,7906
2025-11-17,2025,11,17,0,0,0,0,흐림,기타,3.2,-0.7,9.7,0.0,0,0,10.1,9.0,1028
2025-11-18,2025,11,18,1,0,0,0,맑음,기타,1.6,-2.0,6.5,0.0,0,0,10.066666666666666,9.0,1044
2025-11-19,2025,11,19,2,0,0,0,맑음,기타,3.0,-1.6,8.6,0.0,0,0,10.05,9.0,630
2025-11-20,2025,11,20,3,0,0,0,흐림,기타,7.4,1.6,14.6,0.0,0,0,10.016666666666667,9.0,1069
2025-11-21,2025,11,21,4,0,0,0,흐림,기타,7.4,1.0,12.5,0.0,0,0,10.0,10.0,1918
2025-11-22,2025,11,22,5,1,0,0,흐림,기타,9.6,5.4,15.1,0.0,0,0,9.966666666666667,11.0,9015
2025-11-23,2025,11,23,6,1,0,0,흐림,안개,10.9,6.6,14.4,0.0,0,0,9.95,10.0,5688
2025-11-24,2025,11,24,0,0,0,0,비,안개,12.4,9.6,16.8,0.0,0,0,9.916666666666666,9.0,916
2025-11-25,2025,11,25,1,0,0,0,비,비,7.4,5.3,9.6,7.8,1,0,9.9,9.0,355
2025-11-26,2025,11,26,2,0,0,0,흐림,안개,6.4,3.5,10.9,0.0,0,0,9.866666666666667,9.0,1881
2025-11-27,2025,11,27,3,0,0,0,비,비,5.1,2.5,8.7,10.0,1,0,9.85,9.0,360
2025-11-28,2025,11,28,4,0,0,0,맑음,기타,2.3,-1.3,7.0,0.0,0,0,9.833333333333334,9.0,1439
2025-11-29,2025,11,29,5,1,0,0,흐림,비,5.7,0.3,9.3,0.1,1,0,9.8,11.0,7703
2025-11-30,2025,11,30,6,1,0,0,흐림,안개,12.4,9.1,16.1,0.0,0,0,9.783333333333333,10.0,6402
2025-12-01,2025,12,1,0,0,0,0,맑음,안개,5.5,2.3,12.2,0.0,0,0,9.766666666666667,9.0,917
2025-12-02,2025,12,2,1,0,0,0,맑음,기타,0.1,-5.4,3.3,0.0,0,0,9.75,9.0,376
2025-12-03,2025,12,3,2,0,0,0,맑음,기타,-5.9,-8.1,-2.8,0.0,0,0,9.733333333333333,9.0,258
2025-12-04,2025,12,4,3,0,0,0,맑음,눈,-3.2,-9.4,3.5,4.0,1,0,9.716666666666667,9.0,169
2025-12-05,2025,12,5,4,0,0,0,맑음,기타,-2.6,-6.9,2.5,0.0,0,0,9.7,9.0,294
2025-12-06,2025,12,6,5,1,0,0,비,눈,2.1,-2.0,4.5,0.6,1,0,9.683333333333334,11.0,2377
2025-12-07,2025,12,7,6,1,0,0,맑음,안개,8.3,3.4,13.4,0.0,0,0,9.666666666666666,10.0,4136
2025-12-08,2025,12,8,0,0,0,0,맑음,안개,3.4,0.8,7.3,0.0,0,0,9.666666666666666,9.0,445
2025-12-09,2025,12,9,1,0,0,0,흐림,기타,2.8,-2.4,8.7,0.0,0,0,9.65,9.0,608
2025-12-10,2025,12,10,2,0,0,0,흐림,안개,4.9,0.7,8.6,0.0,0,0,9.633333333333333,9.0,1032
2025-12-11,2025,12,11,3,0,0,0,흐림,비,4.0,-1.8,8.4,12.9,1,0,9.616666666666667,9.0,500
2025-12-12,2025,12,12,4,0,0,0,흐림,기타,2.0,-3.6,7.0,0.0,0,0,9.616666666666667,9.0,962
2025-12-13,2025,12,13,5,1,0,0,비,눈,2.6,-0.8,4.5,9.5,1,0,9.6,8.0,371
2025-12-14,2025,12,14,6,1,0,0,흐림,눈,-0.1,-1.5,3.1,0.1,1,0,9.583333333333334,10.0,1865
2025-12-15,2025,12,15,0,0,0,0,흐림,기타,0.7,-3.5,4.5,0.0,0,0,9.6,9.0,422
2025-12-16,2025,12,16,1,0,0,0,비,비,3.8,2.1,5.0,2.1,1,0,9.583333333333334,9.0,287
2025-12-17,2025,12,17,2,0,0,0,흐림,안개,4.2,1.2,7.6,0.0,0,0,9.566666666666666,9.0,685
2025-12-18,2025,12,18,3,0,0,0,맑음,기타,2.3,-1.9,8.5,0.0,0,0,9.583333333333334,9.0,827
2025-12-19,2025,12,19,4,0,0,0,흐림,기타,4.9,-0.7,9.9,0.0,0,0,9.566666666666666,9.0,1683
2025-12-20,2025,12,20,5,1,0,0,비,비,7.3,1.0,10.7,0.3,1,0,9.566666666666666,11.0,2907
2025-12-21,2025,12,21,6,1,0,0,흐림,기타,-1.1,-3.4,2.5,0.0,0,0,9.566666666666666,10.0,2763
2025-12-22,2025,12,22,0,0,0,0,흐림,기타,-0.7,-5.9,5.1,0.0,0,0,9.566666666666666,9.0,950
2025-12-23,2025,12,23,1,0,0,0,비,눈,2.6,0.1,4.3,10.8,1,0,9.566666666666666,9.0,272
2025-12-24,2025,12,24,2,0,0,0,흐림,안개,2.8,-1.0,6.3,0.0,0,0,9.583333333333334,10.0,2020
2025-12-25,2025,12,25,3,0,1,0,맑음,안개,-3.6,-8.9,0.0,0.0,0,0,9.566666666666666,11.0,7750
2025-12-26,2025,12,26,4,0,0,0,맑음,기타,-8.2,-11.8,-4.0,0.0,0,0,9.583333333333334,9.0,427
2025-12-27,2025,12,27,5,1,0,0,흐림,눈,-2.6,-8.3,0.5,0.0,0,0,9.583333333333334,11.0,5604
2025-12-28,2025,12,28,6,1,0,0,비,비,3.2,0.0,6.1,0.6,1,0,9.583333333333334,10.0,4861
2025-12-29,2025,12,29,0,0,0,0,흐림,비,4.9,-0.1,9.1,0.3,1,0,9.6,9.0,2337
2025-12-30,2025,12,30,1,0,0,0,맑음,기타,-0.5,-3.7,3.8,0.0,0,0,9.616666666666667,9.0,2274
2025-12-31,2025,12,31,2,0,0,0,맑음,기타,-5.6,-8.9,-1.2,0.0,0,0,9.6,10.0,1881
